0,1040M,1,0.980836237
0,61M,1,0.975609756
0,562M,1,0.041811847
0,71M,1,0.973867596
0,62M,1,0.966898955
0,590M,1,0.987804878
0,592M,1,0.024390244
0,53M,1,0
0,591M,1,0.841463415
0,970M,1,0.489547038
0,430M,1,0.986062718
0,20M,1,0.879790941
0,630M,1,0.87804878
0,900M,1,0.630662021
0,600M,1,0.578397213
0,270M,1,0.526132404
0,250M,1,0.503484321
1,1040L,2,1
1,61L,2,0.991289199
1,562L,2,0.987804878
1,71L,2,0.984320557
1,790L,2,0.975609756
1,62L,2,0.965156794
1,561L,2,0.932055749
1,590L,2,0.867595819
1,592L,2,0.858885017
1,53L,2,0.740418118
1,100L,2,0.662020906
1,140L,2,0.637630662
1,591L,2,0.282229965
1,280L,2,0.228222997
1,290L,2,0.228222997
2,HMDB00067L,3,0.645323227
2,HMDB00131L,3,0.056222145
2,HMDB00207L,3,0.179397823
2,HMDB00211L,3,0.67977359
2,HMDB00220L,3,0.147487607
2,HMDB00638L,3,0.021647752
2,HMDB00673L,3,0.179397823
2,HMDB00687L,3,0.643253213
2,HMDB00827L,3,0.124078062
2,HMDB01043L,3,0.164526317
2,HMDB01423L,3,0.747558767
2,HMDB01547L,3,0.167179274
2,HMDB01999L,3,0.161387607
2,HMDB02068L,3,0.010729535
2,HMDB02212L,3,0.056435119
2,HMDB02869L,3,1
2,HMDB02925L,3,0.156829005
2,HMDB03466L,3,0.652424778
2,HMDB05060L,3,0.006028934
2,HMDB06547L,3,0.025720601
2,HMDB11134L,3,0.056352924
3,HMDB00094M,4,0.33086672
3,HMDB00139M,4,0.180733804
3,HMDB00161M,4,0.260600721
3,HMDB00172M,4,0.195342134
3,HMDB00187M,4,0.268895883
3,HMDB00207M,4,0.305607579
3,HMDB00211M,4,0.203752915
3,HMDB00220M,4,0.305757041
3,HMDB00263M,4,0.125048225
3,HMDB00638M,4,0.278741717
3,HMDB00673M,4,0.287092927
3,HMDB00806M,4,0.305887821
3,HMDB00939M,4,0.189502391
3,HMDB00965M,4,0.116225979
3,HMDB01043M,4,0.322982579
3,HMDB01206M,4,0.339442123
3,HMDB01999M,4,0.315154488
3,HMDB02068M,4,0.323225456
3,HMDB02925M,4,0.310521154
3,HMDB05060M,4,0.378825459
3,HMDB06547M,4,0.317882176
